"","PrimaryKey","PlotKey","PlotID","State","SpeciesState","County","ProjectName","PhotoLink","EcologicalSiteId","EcolSiteName","Latitude_NAD83","Longitude_NAD83","DateEstablished","DateVisited","BareSoilCover","TotalFoliarCover","GapCover_25_50","GapCover_51_100","GapCover_101_200","GapCover_200_plus","GapCover_25_plus","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","AH_NonNoxPerenForbCover","AH_NonNoxAnnForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxAnnGrassCover","AH_NonNoxPerenForbGrassCover","AH_NonNoxAnnForbGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NonNoxCover","AH_NoxPerenForbCover","AH_NoxAnnForbCover","AH_NoxPerenGrassCover","AH_NoxAnnGrassCover","AH_NoxPerenForbGrassCover","AH_NoxAnnForbGrassCover","AH_NoxShrubCover","AH_NoxSubShrubCover","AH_NoxSucculentCover","AH_NoxTreeCover","AH_NoxCover","AH_ForbCover","AH_PerenForbCover","AH_PreferredForbCover","AH_GrassCover","AH_PerenGrassCover","AH_AnnGrassCover","AH_TallPerenGrassCover","AH_ShortPerenGrassCover","AH_PerenForbGrassCover","AH_ShrubCover","AH_SagebrushCover","AH_SagebrushCover_Live","AH_NonSagebrushShrubCover","AH_TotalLitterCover","AH_WoodyLitterCover","AH_HerbLitterCover","FH_NonNoxPerenForbCover","FH_NonNoxAnnForbCover","FH_NonNoxPerenGrassCover","FH_NonNoxAnnGrassCover","FH_NonNoxShrubCover","FH_NonNoxSubShrubCover","FH_NonNoxSucculentCover","FH_NonNoxTreeCover","FH_NoxPerenForbCover","FH_NoxAnnForbCover","FH_NoxPerenGrassCover","FH_NoxAnnGrassCover","FH_NoxShrubCover","FH_NoxSubShrubCover","FH_NoxSucculentCover","FH_NoxTreeCover","FH_SagebrushCover","FH_TotalLitterCover","FH_WoodyLitterCover","FH_HerbLitterCover","FH_DuffCover","FH_EmbLitterCover","FH_VagrLichenCover","FH_LichenCover","FH_MossCover","FH_CyanobacteriaCover","FH_RockCover","FH_WaterCover","FH_DepSoilCover","Hgt_Woody_Avg","Hgt_Herbaceous_Avg","Hgt_Forb_Avg","Hgt_PerenForb_Avg","Hgt_Grass_Avg","Hgt_PerenGrass_Avg","Hgt_NoxPerenGrass_Avg","Hgt_NonNoxPerenGrass_Avg","Hgt_TallPerenGrass_Avg","Hgt_ShortPerenGrass_Avg","Hgt_PerenForbGrass_Avg","Hgt_Shrub_Avg","Hgt_NonSagebrushShrub_Avg","Hgt_Sagebrush_Avg","Hgt_Sagebrush_Live_Avg","SagebrushShape_All_ColumnCount","SagebrushShape_All_SpreadCount","SagebrushShape_All_Predominant","SagebrushShape_Live_ColumnCount","SagebrushShape_Live_SpreadCount","SagebrushShape_Live_Predominant","NumSpp_NoxPlant","Spp_Nox","NumSpp_NonNoxPlant","NumSpp_PreferredForb","Spp_Sagebrush","Spp_PreferredForb","Spp_TallPerenGrass","Spp_ShortPerenGrass","RH_Rills","RH_WaterFlowPatterns","RH_PedestalsTerracettes","RH_BareGround","RH_Gullies","RH_WindScouredAreas","RH_LitterMovement","RH_LitterAmount","RH_SoilSurfResisErosion","RH_SoilSurfLossDeg","RH_PlantCommunityComp","RH_Compaction","RH_FuncSructGroup","RH_DeadDyingPlantParts","RH_AnnualProd","RH_InvasivePlants","RH_ReprodCapabilityPeren","RH_BioticIntegrity","RH_HydrologicFunction","RH_SoilSiteStability","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","Purpose","PurposeFlag","Design","DesignFlag","created_user","created_date","last_edited_user","last_edited_date","DateLoadedInDb","DBKey","GlobalID","Shape"
"9020","17082109172042017-09-01","1708210917204","BO-022","NM","NM","Otero","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17082109172042017-09-01","R042XB012NM",NA,33.03738,-105.9899599,2017-08-15 18:00:00,2017-08-15 18:00:00,41.33333333,32.66666667,2.73333333,2.33333333,4.10666667,52.94666667,62.12,2.33333333,3.33333333,1.83333333,0,1,0,0,0,1,32.33333333,0,0,0,32.66666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.33333333,0,0,32.33333333,40.66666667,8,33.33333333,0,0.33333333,0,0,32.33333333,0,0,0,0,0,0,0,0,0,0,0,0,14,2.66666667,11.33333333,0,0,0,0,0,0,12,0,0,147.63636364,5.875,5.875,NA,NA,NA,NA,NA,NA,NA,NA,147.63636364,147.63636364,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{F5774B71-8E0B-431E-A582-C107582551F9}",c(-105.9899599, 33.03738)
"9021","17100208285596842017-09-01","1710020828559684","MHI-346","NM","NM","Otero","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17100208285596842017-09-01","R070DY152NM",NA,32.5173,-105.31483,2017-09-20 18:00:00,2017-09-20 18:00:00,3,68.66666667,10.89333333,12,2.90666667,0,25.8,4.05555556,4.375,3.8,1,1.33333333,58.66666667,0.33333333,59.33333333,1.66666667,4,9,0.33333333,4.33333333,68.66666667,0,0,0,0,0,0,0,0,0,0,0,2.33333333,1,0,58.66666667,58.66666667,0.33333333,9.33333333,29.66666667,59.33333333,4,0,0,4,57.33333333,2.33333333,55,0,0.33333333,52.33333333,0,4,7.66666667,0,4.33333333,0,0,0,0,0,0,0,0,0,13.66666667,0.33333333,13.33333333,0,0,0,0,0,0,14.66666667,0,0,188,38.86666667,7,7,39.96551724,40.21428571,NA,40.21428571,59.16666667,35.94117647,39.06896552,62,62,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,59,0,NA,NA,"ACHY; BOCU; SPCR","ARPU9; BOER4; BOGR2; DAPU7; MUTO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{E388EBB3-F8B6-4EC0-B7BD-308C0771E057}",c(-105.31483, 32.5173)
"9022","17100313574322672017-09-01","1710031357432267","MHI-351","NM","NM","Otero","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17100313574322672017-09-01","R070DY153NM",NA,32.4661944,-105.457961,2017-09-19 18:00:00,2017-09-19 18:00:00,17,62,16.01333333,8.62666667,0,0,24.64,3.5,4.42857143,2.90909091,0.33333333,0.33333333,61.66666667,0,62,0.33333333,0,0,2.33333333,0,62,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0.33333333,0,61.66666667,61.66666667,0,0,47.66666667,62,0,0,0,0,56.33333333,0.33333333,56,0.33333333,0.33333333,59,0,0,0,2.33333333,0,0,0,0,0,0,0,0,0,0,16.33333333,0,16.33333333,0,0,0,0,0,0,4.66666667,0,0,102,25.66666667,NA,NA,25.66666667,25.66666667,NA,25.66666667,NA,25.28,25.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,38,0,NA,NA,"BOCU; MUPO2","ARPU9; BOER4; BOGR2; DAPU7; MUTO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{4BE6256F-248B-4CA6-99BE-4A2B4B3F4C50}",c(-105.457961, 32.4661944000001)
"9023","1710230836311152017-09-01","171023083631115","MHI-350","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/1710230836311152017-09-01","R042XC020NM",NA,33.1800806,-106.7741867,2017-10-15 18:00:00,2017-10-15 18:00:00,34.66666667,39,9.88,19.02666667,15.26666667,4.02666667,48.2,1.77777778,1.8,1.75,0.33333333,0,3.66666667,0,4,0,19,16.66666667,2.66666667,3,39,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,3.66666667,3.66666667,0,0,3.66666667,4,19,0,0,19,37.66666667,2.66666667,36.66666667,0.33333333,0,2.66666667,0,19,12.66666667,1.33333333,3,0,0,0,0,0,0,0,0,0,11,1,10,0,0,0,0,0,0,15.33333333,0,0,48.15384615,12.3125,7.33333333,7.33333333,13.46153846,13.46153846,NA,13.46153846,10,13.75,12.3125,69.41666667,69.41666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,0,NA,NA,"MUPO2; SPCR","BOGR2; BOER4; DAPU7; MUTO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{45747B69-C928-4FDE-A0B3-52C6DD4F59AB}",c(-106.7741867, 33.1800806000001)
"9024","17100213273148712017-09-01","1710021327314871","LHI-266","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17100213273148712017-09-01","R042XB021NM",NA,32.8566,-107.25478,2017-09-12 18:00:00,2017-09-12 18:00:00,1,54,12.17333333,14.81333333,5.42666667,12.25333333,44.66666667,3.5,4.5,3,3.33333333,2,15.66666667,16.33333333,18.66666667,18.33333333,12.33333333,1,3.33333333,7,53.66666667,0,0,1,0,1,0,0,0,0,0,1,5.33333333,3.33333333,0,31.66666667,16.66666667,16.33333333,3.33333333,18.33333333,19.66666667,12.33333333,0,0,12.33333333,47.33333333,1.33333333,46.33333333,2.33333333,1.33333333,13,13.66666667,12,0.66666667,3,7,0,0,1,0,0,0,0,0,0,16.33333333,0,16.33333333,0,0,0,0,0,0,28.66666667,0,0,162.4375,35.59259259,33.28571429,33.4,36.4,42.58333333,84.5,34.2,43,26,39.88235294,84.88888889,84.88888889,NA,NA,NA,NA,NA,NA,NA,NA,1,"ERLE",60,0,NA,NA,"ACHY; BOCU; MUPO2","ARPU9; BOER4; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{91DB8638-F45D-4CBC-B965-3F6E8A6AF7C2}",c(-107.25478, 32.8566000000001)
"9025","17082410382822082017-09-01","1708241038282208","SS-442","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17082410382822082017-09-01","R042XB035NM",NA,32.9095534,-107.1718846,2017-08-23 18:00:00,2017-08-23 18:00:00,6.33333333,47.66666667,18.58666667,18.58666667,13.90666667,0,51.08,3.6875,3.81818182,3.4,2,1.33333333,19,1.66666667,21,3,9.66666667,20.66666667,1,0,47.66666667,0,0,0,0,0,0,0,0,0,0,0,3.33333333,2,0,20.33333333,19,1.66666667,0,20.33333333,21,9.66666667,0,0,9.66666667,32.66666667,6.66666667,27.66666667,1.66666667,0.66666667,14.33333333,1,9.66666667,19.33333333,1,0,0,0,0,0,0,0,0,0,0,14.66666667,4.66666667,10,0,0,0,0,0,0,31.33333333,0,0,18.52,11.51851852,13.78571429,14.75,9.07692308,6.36363636,NA,6.36363636,NA,9.07692308,10.73913043,32.42857143,32.42857143,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,0,NA,NA,"MUPO2","ARPU9; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{7FDD6A07-BA1D-4F84-BBEB-753372A03BDE}",c(-107.1718846, 32.9095534)
"9026","17080914104578892017-09-01","1708091410457889","SS-441","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17080914104578892017-09-01","R042XB012NM",NA,32.21713,-106.921816,2017-08-08 18:00:00,2017-08-08 18:00:00,52.66666667,21.66666667,2.90666667,1.30666667,6.01333333,63.22666667,73.45333333,1.88888889,2,1.81818182,0,0,0,0,0,0,21.66666667,0,0,0,21.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66666667,0,0,21.66666667,23.66666667,3.66666667,20.33333333,0,0,0,0,21.66666667,0,0,0,0,0,0,0,0,0,0,0,0,14,3,11,0,0,0,0,0,0,11.66666667,0,0,84.85714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.85714286,84.85714286,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{929DE0D4-E36B-4447-A985-E13188FDAC8B}",c(-106.921816, 32.2171300000001)
"9027","17083111250868632017-09-01","1708311125086863","SS-443","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17083111250868632017-09-01","R042XB015NM",NA,33.0810369,-106.9335406,2017-08-29 18:00:00,2017-08-29 18:00:00,36,33,7.68,15.70666667,31.57333333,16.50666667,71.46666667,1.16666667,1.5,1.07142857,2.33333333,0.66666667,18.33333333,0,20.33333333,0.66666667,14.66666667,5.66666667,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333,0,18.33333333,18.33333333,0,13.66666667,4.66666667,20.33333333,14.66666667,0,0,14.66666667,32.66666667,2,32,2,0.66666667,14,0,11,5.33333333,0,0,0,0,0,0,0,0,0,0,0,14,0.66666667,13.33333333,0,0,0,0,0,0,17,0,0,59.64705882,23.44,11.8,9.66666667,26.35,26.35,NA,26.35,46.1,6.6,24.17391304,67.42857143,67.42857143,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,0,NA,NA,"MUPO2","DAPU7; BOER4; ARPU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{126F6A81-3670-46CE-9105-A88BB7DB15C9}",c(-106.9335406, 33.0810369000001)
"9028","18010208375744432017-09-01","1801020837574443","GR-111","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/18010208375744432017-09-01","R042XB027NM",NA,32.90048,-107.423247,2017-11-29 17:00:00,2017-11-29 17:00:00,4.66666667,65,15.76,13.18666667,13.94666667,3.12,46.01333333,3.17647059,3.5,2.5,0.66666667,1.33333333,57.66666667,0,57.66666667,1.33333333,4.33333333,3.66666667,0,0,65,0,0,0,0,0,0,0,0,0,0,0,2,0.66666667,0,57.66666667,57.66666667,0,1.33333333,28,57.66666667,4.33333333,0,0,4.33333333,35.33333333,0.33333333,35,0,1.33333333,55.66666667,0,4.33333333,3.66666667,0,0,0,0,0,0,0,0,0,0,0,7.33333333,0,7.33333333,0,0,0,0,0,0,23,0,0,33.33333333,40.9,30,30,41.27586207,41.27586207,NA,41.27586207,54,38.78571429,40.9,47.25,47.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,39,0,NA,NA,"MUPO2; BOCU","BOER4; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{B1584F7C-9D16-401A-9C34-533BC03F051F}",c(-107.423247, 32.9004800000001)
"9029","17082310102561542017-09-01","1708231010256154","BO-023","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17082310102561542017-09-01","R042XB014NM",NA,32.8610942,-106.9440886,2017-08-22 18:00:00,2017-08-22 18:00:00,42.66666667,47,12.46666667,13.84,16.72,7.89333333,50.92,4.88888889,4.9,4.875,0.33333333,0,45.33333333,0,45.33333333,0,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,45.33333333,45.33333333,0,0,0,45.33333333,2,0,0,2,43,1,42.66666667,0.33333333,0,44.66666667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9.66666667,1,8.66666667,0,0,0,0.33333333,0,0,0.33333333,0,0,30,26.11111111,NA,NA,26.11111111,26.11111111,NA,26.11111111,NA,NA,26.11111111,30,30,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{182CFE4E-C0EA-4184-A93E-62A60EF80433}",c(-106.9440886, 32.8610942)
"9030","17083113053717282017-09-01","1708311305371728","BO-024","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17083113053717282017-09-01","R042XB014NM",NA,33.0412891,-106.9566471,2017-08-29 18:00:00,2017-08-29 18:00:00,48,32.33333333,3.81333333,7.45333333,10.65333333,38.85333333,60.77333333,4.66666667,3.81818182,6,0.33333333,8.66666667,1,0.33333333,1.33333333,9,30.66666667,0,0,0,32.33333333,0,0,0,0,0,0,0,0,0,0,0,9,0.33333333,0,1.33333333,1,0.33333333,1,0,1.33333333,30.66666667,0,0,30.66666667,44.33333333,9,38,0,1.33333333,0,0.33333333,30.66666667,0,0,0,0,0,0,0,0,0,0,0,0,19.66666667,5,14.66666667,0,0,0,0,0,0,0,0,0,198.72727273,10.06666667,10.06666667,1,NA,NA,NA,NA,NA,NA,1,198.72727273,198.72727273,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",18,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{5E72FF26-79AA-44C9-B5DB-59D913DEDCB5}",c(-106.9566471, 33.0412891)
"9031","17092211440696192017-09-01","1709221144069619","GR-079","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17092211440696192017-09-01","R042XB027NM",NA,32.927623,-107.2701449,2017-09-17 18:00:00,2017-09-17 18:00:00,1.33333333,48,2.89333333,7.26666667,19.6,15.65333333,45.41333333,2.54545455,1.57142857,4.25,1,1.33333333,0.33333333,0,1.33333333,1.33333333,41.33333333,2.66666667,2.66666667,0,48,0,0,0,0,0,0,0,0,0,0,0,2.33333333,1,0,0.33333333,0.33333333,0,0,0,1.33333333,41.33333333,0,0,41.33333333,35,4.33333333,31.66666667,1,0.66666667,0.33333333,0,41.33333333,2,2.66666667,0,0,0,0,0,0,0,0,0,0,12.33333333,1.33333333,11,0,0,0,0,0,0,38.33333333,0,0,75.04166667,9.78947368,10.1875,15,7.66666667,7.66666667,NA,7.66666667,NA,7.66666667,12.25,74.05,74.05,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28,0,NA,NA,"MUPO2","DAPU7; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{50E8CB0D-6546-45D2-9FB9-AF865ACF52AD}",c(-107.2701449, 32.927623)
"9032","17100810032860442017-09-01","1710081003286044","GR-080","NM","NM","Dona Ana","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17100810032860442017-09-01","R042XB010NM",NA,32.7560847,-107.0953997,2017-10-05 18:00:00,2017-10-05 18:00:00,9.33333333,20.33333333,0.66666667,15.26666667,13.37333333,49.90666667,79.21333333,2.375,4.2,1.54545455,0,0,0,0,0,0,19.66666667,1.33333333,0,0,20.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.66666667,0,0,19.66666667,20.33333333,1,20,0,0,0,0,19.66666667,0.66666667,0,0,0,0,0,0,0,0,0,0,0,7.33333333,0.66666667,6.66666667,0,0,0,0,0,0,63,0,0,28.1875,7.5,7.5,11.5,NA,NA,NA,NA,NA,NA,11.5,33.46153846,33.46153846,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,0,NA,NA,NA,"DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{41E2B160-B149-426A-8C5A-2E914E171A7A}",c(-107.0953997, 32.7560847)
"9033","17091216050237682017-09-01","1709121605023768","GR-082","NM","NM","Sierra","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17091216050237682017-09-01","R042XB027NM",NA,33.3562526,-107.2028817,2017-09-11 18:00:00,2017-09-11 18:00:00,1.33333333,29.66666667,4.92,7.02666667,15,40.70666667,67.65333333,1,1,1,0.33333333,0,6.66666667,0,7,0,23.66666667,0.33333333,0,0,29.66666667,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,6.66666667,6.66666667,0,2,3.33333333,7,23.66666667,0,0,23.66666667,27.33333333,2.66666667,25.33333333,0.33333333,0,5.33333333,0,23.66666667,0.33333333,0,0,0,0,0,0,0,0,0,0,0,12.66666667,0.66666667,12,0,0,0,0,0,0,56.33333333,0,0,51.5,15.33333333,8.33333333,4,17.66666667,17.66666667,NA,17.66666667,25,11.2,16.3,54.05263158,54.05263158,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,0,NA,NA,"MUPO2","DAPU7; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{7BE8EB8A-5E98-4D01-BAAD-0958BF34F7CE}",c(-107.2028817, 33.3562526000001)
"9034","17100209515146572017-09-01","1710020951514657","GRO-130","NM","NM","Otero","New Mexico Las Cruces DO 2017 TriCounty","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/17100209515146572017-09-01","R070DY153NM",NA,32.448789,-105.4501329,2017-09-19 18:00:00,2017-09-19 18:00:00,17,72,13.50666667,0.72,0,0,14.22666667,3.94444444,3.6875,6,0,0,69,0.33333333,69,0.33333333,0,1,0.33333333,6.66666667,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0.33333333,1.33333333,48.33333333,69,0,0,0,0,65.33333333,1,64.33333333,0,0,65,0.33333333,0,0,0,6.66666667,0,0,0,0,0,0,0,0,0,10.33333333,0,10.33333333,0,0,0,0,0,0,0.66666667,0,0,300,37.3,NA,NA,37.3,37.3,NA,37.3,NA,37.03703704,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,29,0,NA,NA,"SPCR; BOCU","BOGR2; BOER4; MUTO2; ARPU9; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:36,"2017-09-01","NM_LasCrucesDO_TriCountyLUP_2017_5-3b_01.mdb","{BF1C86D2-4E30-4213-94FA-C2DE43276A50}",c(-105.4501329, 32.448789)
